Year,Month,Departure station,Arrival station,Average travel time (min),Number of expected circulations,Number of cancelled trains,Number of late trains at departure,Average delay of late departing trains (min),Average delay of all departing trains (min),Comment (optional) delays at departure,Number of trains late on arrival,Average delay of late arriving trains (min),Average delay of all arriving trains (min),Comment (optional) delays on arrival,"% trains late due to external causes (weather, obstacles, suspicious packages, malevolence, social movements, etc.)","% trains late due to railway infrastructure (maintenance, works)","% trains late due to traffic management (rail line traffic, network interactions)",% trains late due to rolling stock,% trains late due to station management and reuse of material,"% trains late due to passenger traffic (affluence, PSH management, connections)",Number of late trains > 15min,Average train delay > 15min,Number of late trains > 30min,Number of late trains > 60min,Period,Delay due to external causes,Delay due to railway infrastructure,Delay due to traffic management,Delay due to rolling stock,Delay due to station management and reuse of material,Delay due to travellers taken into account
2019,7.0,LYON PART DIEU,LILLE,187.298642534,287.0,66.0,195.0,9.38085470085,8.261915535439998,,94.0,31.2010638298,15.283785822,,0.18279569892499997,0.258064516129,0.37634408602200004,0.10752688172000001,0.05376344086019999,0.021505376344099998,81.0,34.3425925926,29.0,10.0,2019-07,18.2795698925,25.8064516129,37.6344086022,10.752688172000001,5.37634408602,2.15053763441
2019,7.0,LILLE,MARSEILLE ST CHARLES,300.848780488,205.0,0.0,105.0,8.793809523810001,4.30528455285,,45.0,48.0233333333,13.386178861800001,"Hausse de l’irrégularité côté « Réseau externe », soit 5,81 points avec les conséquences des incendies de Marseille le 13 et Vianges le 17 ( 7tgv retardés), avec le jet de projectile à Moussy le 15 sur le tgv 7130 (3 tgv) et suite au heurt de chevreuil le 26 à Fresnoy (3 Tgv retardés)-
Ensuite le secteur des travaux est marquant avec des LTV : LTV 120  V1-V2 avec les travaux de  Avignon/Senas ou Bonpas, des IO au quotidien du 05 au 30 juillet, 20 Tgv concernés pour des retards de 5 à 10 min environ,  LTV de Sathonay (TIV 40-V1 et V2) avec 35 tgv retardés pour des retards de 5 à 10 min, ce du 01 au 29 juillet (travaux Pôle échange Multimodal), et suite au passage de la rame IRIS sur LN3 une LTV 170 mise en place le lundi 29 et mardi 30 avec 5 tgv concernés pour des retards de 5 à 10 minutes.
En ce qui concerne les causes « Voyages hors Matériel », le secteur des Gares est dominant en cette période faste de vacances , les causes Escale Service Voyageur ou Produit train dominent, on retrouve les correspondances, les montées de groupes, l’affluence surtout et les interventions Police ou pompiers. Pour le reste il s’agit pour un point du domaine Externe avec les bagages abandonnés, et un point aussi pour les attentes Personnel (Asct, Crml ou Adc) sans récurrence dans les faits.",0.318181818182,0.181818181818,0.181818181818,0.159090909091,0.113636363636,0.0454545454545,45.0,48.0233333333,22.0,16.0,2019-07,31.818181818200003,18.1818181818,18.1818181818,15.909090909099998,11.3636363636,4.54545454545
2019,7.0,TOURCOING,BORDEAUX ST JEAN,289.0,12.0,0.0,4.0,2.65416666667,0.884722222222,,,,-0.0680555555556,,,,,,,,0.0,,0.0,0.0,2019-07,,,,,,
2019,7.0,LYON PART DIEU,MARNE LA VALLEE,109.58730158700001,318.0,66.0,219.0,8.637595129380001,7.490806878310001,,86.0,25.9397286822,9.93366402116,,0.152941176471,0.211764705882,0.423529411765,0.129411764706,0.0588235294118,0.0235294117647,60.0,31.8261111111,20.0,6.0,2019-07,15.2941176471,21.1764705882,42.3529411765,12.9411764706,5.8823529411800015,2.3529411764700003
2019,7.0,MARSEILLE ST CHARLES,MARNE LA VALLEE,213.80314960599998,261.0,7.0,104.0,8.00705128205,1.77998687664,,65.0,33.0012820513,9.933202099739999,,0.261538461538,0.13846153846200002,0.261538461538,0.184615384615,0.10769230769200001,0.046153846153800006,65.0,33.0012820513,22.0,7.0,2019-07,26.1538461538,13.846153846199998,26.1538461538,18.4615384615,10.7692307692,4.615384615380001
2019,7.0,ANNECY,PARIS LYON,231.904411765,180.0,44.0,21.0,144.598412698,22.326838235300002,,11.0,36.4227272727,4.00343137255,,0.181818181818,0.181818181818,0.363636363636,0.181818181818,0.0909090909091,0.0,11.0,36.4227272727,5.0,1.0,2019-07,18.1818181818,18.1818181818,36.3636363636,18.1818181818,9.090909090910001,0.0
2019,7.0,CHAMBERY CHALLES LES EAUX,PARIS LYON,191.28099173599998,254.0,133.0,93.0,4.8265232974900005,3.6370523416000005,,16.0,31.6197916667,4.89063360882,,0.266666666667,0.133333333333,0.4,0.06666666666669999,0.06666666666669999,0.06666666666669999,13.0,34.615476190500004,7.0,1.0,2019-07,26.6666666667,13.333333333299999,40.0,6.666666666669999,6.666666666669999,6.666666666669999
2019,7.0,PARIS LYON,LYON PART DIEU,120.473684211,549.0,17.0,173.0,9.60154142582,2.77487468672,,64.0,29.92109375,4.43756265664,,0.133333333333,0.2,0.1,0.483333333333,0.08333333333330001,0.0,46.0,39.127037037,24.0,10.0,2019-07,13.333333333299999,20.0,10.0,48.3333333333,8.333333333330001,0.0
2019,7.0,LYON PART DIEU,PARIS LYON,121.107913669,597.0,41.0,470.0,4.69677304965,3.9418764988,,110.0,25.861969697,6.519004796159999,,0.18691588785,0.280373831776,0.20560747663600001,0.121495327103,0.158878504673,0.046728971962599994,74.0,33.6324200913,30.0,8.0,2019-07,18.691588785,28.037383177600002,20.560747663599997,12.149532710299999,15.8878504673,4.67289719626
2019,7.0,PARIS LYON,MARSEILLE ST CHARLES,202.47282608700002,552.0,0.0,200.0,5.6544166666699995,1.68885869565,,59.0,45.601129943500005,6.80881642512,,0.322033898305,0.254237288136,0.16949152542399998,0.203389830508,0.0338983050847,0.0169491525424,59.0,45.601129943500005,38.0,13.0,2019-07,32.2033898305,25.4237288136,16.9491525424,20.3389830508,3.38983050847,1.69491525424
2019,7.0,MARSEILLE ST CHARLES,PARIS LYON,203.886363636,488.0,4.0,226.0,7.273008849560001,3.13798209366,,69.0,43.177294686,7.28798209366,,0.20289855072500002,0.275362318841,0.144927536232,0.260869565217,0.08695652173910001,0.0289855072464,69.0,43.177294686,34.0,12.0,2019-07,20.2898550725,27.536231884099998,14.492753623199999,26.0869565217,8.69565217391,2.8985507246399997
2019,7.0,PARIS LYON,GENEVE,183.5,183.0,0.0,79.0,12.972151898699998,5.339890710380001,,34.0,49.7651960784,11.8550091075,,0.121212121212,0.393939393939,0.181818181818,0.181818181818,0.0909090909091,0.030303030303,30.0,54.927777777799996,13.0,4.0,2019-07,12.1212121212,39.3939393939,18.1818181818,18.1818181818,9.090909090910001,3.0303030303000003
2019,7.0,GENEVE,PARIS LYON,187.12009803900003,212.0,8.0,200.0,5.667083333330001,5.4091503268,,20.0,32.9395833333,5.90580065359,,0.1875,0.4375,0.25,0.0625,0.0,0.0625,20.0,52.7833333333,9.0,3.0,2019-07,18.75,43.75,25.0,6.25,0.0,6.25
2019,7.0,MADRID,MARSEILLE ST CHARLES,198.0,30.0,0.0,14.0,9.93095238095,3.78833333333,,7.0,66.130952381,17.8577777778,,0.28571428571400004,0.0,0.428571428571,0.28571428571400004,0.0,0.0,7.0,66.130952381,7.0,5.0,2019-07,28.5714285714,0.0,42.8571428571,28.5714285714,0.0,0.0
2018,3.0,STRASBOURG,PARIS EST,112.402439024,505.0,13.0,250.0,7.831733333330001,4.039092140919999,,81.0,29.802057613200002,5.75403116531,,0.376623376623,0.155844155844,0.19480519480500003,0.168831168831,0.0649350649351,0.038961038961,64.0,5.75403116531,26.0,6.0,2018-03,37.6623376623,15.5844155844,19.4805194805,16.883116883099998,6.493506493509999,3.8961038960999983
2018,3.0,PARIS NORD,DUNKERQUE,120.99630996299999,285.0,14.0,65.0,18.2061538462,4.23437884379,,39.0,41.2820512821,6.697416974169999,,0.307692307692,0.179487179487,0.153846153846,0.333333333333,0.025641025641,0.0,28.0,6.697416974169999,19.0,7.0,2018-03,30.7692307692,17.9487179487,15.3846153846,33.333333333300004,2.5641025641,0.0
2018,3.0,LYON PART DIEU,PARIS LYON,120.549770291,664.0,11.0,404.0,5.17768151815,3.31883614089,,56.0,23.8827380952,2.21003062787,,0.392156862745,0.0588235294118,0.13725490196100001,0.235294117647,0.156862745098,0.019607843137299998,39.0,2.21003062787,12.0,1.0,2018-03,39.2156862745,5.8823529411800015,13.725490196099999,23.529411764699997,15.6862745098,1.96078431373
2018,3.0,PARIS LYON,GENEVE,194.005,203.0,3.0,26.0,10.0326923077,1.00425,,20.0,24.0458333333,0.9825,,0.25,0.15,0.35000000000000003,0.1,0.15,0.0,20.0,0.9825,4.0,0.0,2018-03,25.0,15.0,35.0,10.0,15.0,0.0
2018,8.0,LILLE,MARSEILLE ST CHARLES,309.389534884,173.0,1.0,46.0,6.39601449275,1.81976744186,,37.0,37.4427927928,10.4421511628,"Pendant les deux premières semaines d’août, les fortes chaleurs ont continué de perturber le plan de transport, 

Les évènements liés au Matériel sont globalement divisés en trois parties: le motif « soin engin » pour 2,2% points (incidents bogies, radio, frein ,etc.), le motif « produit train » ou mises à quai tardives pour 1,7 % point, phénomène directement lié à la tension du parc, et enfin les « autres incidents » pour 0,8% point (incident veille automatique en ligne par exemple).
Pour le Matériel, le vendredi 31 août est une journée significative car une quinzaine de trains de la radiale et antenne ont été concernés, soit par des pannes ou des mises à disposition tardives en gare.
En ce qui concerne Réseau avec les dérangements, on peut relever l’incident « manque tension » de Combles le vendredi 24 (5 Tgv concernés pour 54 minutes), car la cause est toujours analysée aujourd’hui côté INE, aussi l’incident à Arras le mardi 28 avec une éclisse et JIC (joint isolant collé) fissurés, incident qui a concerné 6 Tgv pour 63 minutes perdues à l’entrée de la LGV (passage en voie banalisée pour certains trains et retards à la clé).
Le domaine de l’irrégularité pour les autres transporteurs concerne en particulier TER, avec notamment l’évènement secours pour le 843705 du vendredi 17 août à Roeux qui a concerné 11 tgv pour 175 minutes perdues.",0.259259259259,0.07407407407410001,0.185185185185,0.296296296296,0.111111111111,0.07407407407410001,37.0,10.4421511628,13.0,6.0,2018-08,25.925925925900003,7.407407407409999,18.5185185185,29.6296296296,11.1111111111,7.407407407409999
2018,8.0,LYON PART DIEU,MARNE LA VALLEE,108.849056604,269.0,4.0,181.0,14.6140883978,10.0764779874,,80.0,32.341875,10.948238993699999,•bruit anormal sous caisse sur le OUIGO 7601 entre Marne La Vallée et Chevry-Cossigny : 26 TGV retardés pour 909 min.,0.139240506329,0.26582278481,0.24050632911400002,0.177215189873,0.101265822785,0.0759493670886,59.0,10.948238993699999,31.0,9.0,2018-08,13.9240506329,26.582278481,24.050632911399997,17.7215189873,10.1265822785,7.5949367088600015
2018,8.0,PARIS LYON,VALENCE ALIXAN TGV,131.078034682,348.0,2.0,82.0,24.4672764228,5.5021194604999994,,69.0,35.2898550725,7.39918111753,,0.0579710144928,0.0434782608696,0.159420289855,0.608695652174,0.08695652173910001,0.0434782608696,52.0,7.39918111753,28.0,13.0,2018-08,5.79710144928,4.34782608696,15.9420289855,60.869565217399995,8.69565217391,4.34782608696
2018,8.0,MADRID,MARSEILLE ST CHARLES,198.88388888900002,30.0,0.0,14.0,11.642857142899999,5.13333333333,,7.0,71.969047619,20.386666666700002,,,,,,,,7.0,20.386666666700002,7.0,3.0,2018-08,,,,,,
2018,7.0,NICE VILLE,PARIS LYON,345.647058824,279.0,7.0,99.0,10.4424242424,3.8015318627499997,,83.0,50.13012048189999,18.103247549000002,"•heurt d’une personne par le TER 17471 à Antibes : 33 TGV retardés pour 1079 min, 6 TGV de l’axe perdus à 5’.",0.301204819277,0.21686746988000002,0.21686746988000002,0.21686746988000002,0.0240963855422,0.0240963855422,83.0,18.103247549000002,43.0,16.0,2018-07,30.1204819277,21.686746988000003,21.686746988000003,21.686746988000003,2.4096385542200003,2.4096385542200003
2018,7.0,PARIS EST,STRASBOURG,113.211180124,494.0,11.0,112.0,10.0936011905,1.41942719117,,41.0,34.7711382114,2.9751552795,,0.0975609756098,0.21951219512200001,0.0731707317073,0.39024390243900003,0.14634146341499998,0.0731707317073,36.0,2.9751552795,16.0,5.0,2018-07,9.75609756098,21.951219512199998,7.3170731707300005,39.0243902439,14.634146341500001,7.3170731707300005
2019,3.0,PARIS MONTPARNASSE,QUIMPER,220.426229508,245.0,1.0,17.0,15.0843137255,0.53900273224,,15.0,42.1333333333,3.23360655738,"Ce mois-ci, cette destination a été touchée par : 
- le 4 : la défaillance matériel d'un TGV sur la ligne à grande vitesse Atlantique (23 TGV impactés pour 724 minutes perdues) et la chute d'un arbre sur les voies à Questembert suite aux vents violents (12 TGV impactés pour 219 minutes perdues),
- le 12 : le heurt d'une barrière de chantier entre Marcoussis et Massy TGV sur la ligne à grande vitesse Atlantique (80 TGV impactés pour 3660 minutes perdues), 
- le 19 : un dérangement d'installation  sur la ligne à grande vitesse Atlantique  (27 TGV impactés pour 634 minutes perdues) et la défaillance matériel d'un TGV entre Massy et Paris (24 TGV impactés pour 417 minutes perdues) , 
- le 21 : l'envahissement des voies en gare du Mans  par des manifestants forains (11 TGV impactés pour 450 minutes perdues),
- le 22 : l'envahissement des voies en gare du Mans  par des manifestants forains (22 TGV impactés pour 534 minutes perdues),
- le 25 : l'envahissement des voies en gare du Mans  par des manifestants forains (32 TGV impactés pour 2012 minutes perdues) et la défaillance matériel d'un TGV vers Massy (40 TGV impactés pour 1194 minutes perdues), 
- le 28 : le heurt d'une personne  par un TER vers Rennes (5 TGV impactés  pour 207 minutes perdues),
- le 31 : une suspicion d'alerte à la bombe sous le pont de St-Hélier près de Rennes (10 TGV impactés pour 526 minutes perdues).",0.533333333333,0.266666666667,0.0,0.2,0.0,0.0,15.0,3.23360655738,8.0,3.0,2019-03,53.3333333333,26.6666666667,0.0,20.0,0.0,0.0
2019,3.0,PARIS MONTPARNASSE,POITIERS,93.0759013283,531.0,4.0,69.0,18.036956521700002,1.9927893738099998,,64.0,28.061979166700002,4.7163504111300005,,0.29166666666700003,0.145833333333,0.1875,0.25,0.0416666666667,0.08333333333330001,35.0,4.7163504111300005,19.0,7.0,2019-03,29.1666666667,14.583333333299999,18.75,25.0,4.16666666667,8.333333333330001
2019,3.0,PARIS MONTPARNASSE,NANTES,127.637898687,542.0,9.0,63.0,12.2751322751,1.14768605378,,67.0,38.3684079602,5.834865540959999,,0.373134328358,0.179104477612,0.253731343284,0.179104477612,0.0,0.014925373134299999,51.0,5.834865540959999,25.0,11.0,2019-03,37.3134328358,17.9104477612,25.373134328400003,17.9104477612,0.0,1.49253731343
2019,3.0,PARIS MONTPARNASSE,ST MALO,165.346534653,104.0,3.0,8.0,6.372916666669999,0.009075907590760001,,6.0,31.7555555556,0.374587458746,,0.5,0.333333333333,0.0,0.166666666667,0.0,0.0,5.0,0.374587458746,1.0,1.0,2019-03,50.0,33.333333333300004,0.0,16.6666666667,0.0,0.0
2019,3.0,TOULON,PARIS LYON,250.53508771900002,231.0,3.0,77.0,11.2365800866,3.8926900584800004,,33.0,34.974747474699996,6.0427631578900005,,0.212121212121,0.363636363636,0.272727272727,0.0909090909091,0.030303030303,0.030303030303,33.0,6.0427631578900005,13.0,3.0,2019-03,21.2121212121,36.3636363636,27.2727272727,9.090909090910001,3.0303030303,3.0303030303
2019,3.0,PARIS LYON,AIX EN PROVENCE TGV,188.88337469,403.0,0.0,28.0,9.90357142857,0.32750206782499997,,14.0,30.419047619,1.7201406120799998,,0.166666666667,0.166666666667,0.333333333333,0.333333333333,0.0,0.0,13.0,1.7201406120799998,5.0,1.0,2019-03,16.6666666667,16.6666666667,33.333333333300004,33.333333333300004,0.0,0.0
2019,3.0,PARIS EST,METZ,84.8149350649,312.0,4.0,49.0,18.1340136054,2.76390692641,,34.0,37.4857843137,3.73295454545,,0.0322580645161,0.354838709677,0.16129032258099998,0.354838709677,0.09677419354839999,0.0,19.0,3.73295454545,13.0,6.0,2019-03,3.22580645161,35.4838709677,16.1290322581,35.4838709677,9.67741935484,0.0
2019,3.0,PARIS LYON,GRENOBLE,181.71200000000002,250.0,0.0,22.0,11.0446969697,0.5768666666669999,,36.0,31.6666666667,5.726,,0.277777777778,0.305555555556,0.222222222222,0.166666666667,0.0277777777778,0.0,23.0,5.726,14.0,3.0,2019-03,27.7777777778,30.555555555599998,22.2222222222,16.6666666667,2.77777777778,0.0
2019,1.0,PARIS MONTPARNASSE,POITIERS,93.27115384620001,524.0,4.0,79.0,16.276582278499998,2.1494230769200002,,68.0,31.997058823499998,5.19458333333,,0.303571428571,0.08928571428570001,0.28571428571400004,0.28571428571400004,0.017857142857099998,0.017857142857099998,45.0,5.19458333333,20.0,14.0,2019-01,30.3571428571,8.928571428569997,28.5714285714,28.5714285714,1.78571428571,1.78571428571
2018,12.0,PARIS LYON,ANNECY,224.29824561400002,172.0,1.0,26.0,9.85512820513,1.18684210526,,16.0,33.84375,5.8713450292400005,,0.25,0.125,0.3125,0.3125,0.0,0.0,16.0,5.8713450292400005,7.0,2.0,2018-12,25.0,12.5,31.25,31.25,0.0,0.0
2018,12.0,LYON PART DIEU,MONTPELLIER,118.622727273,226.0,6.0,129.0,10.618087855299999,6.3146969697,,85.0,23.2266666667,11.2320454545,,0.164556962025,0.215189873418,0.341772151899,0.139240506329,0.0759493670886,0.06329113924049999,57.0,11.2320454545,17.0,2.0,2018-12,16.4556962025,21.5189873418,34.177215189900004,13.9240506329,7.5949367088600015,6.32911392405
2019,1.0,PARIS MONTPARNASSE,TOURS,72.7554347826,184.0,0.0,26.0,22.1378205128,2.72427536232,,39.0,28.3957264957,7.120289855069999,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
 - le 9 : un choc anormal immobilise un train OUIGO sur la ligne à grande vitesse Atlantique (53 TGV impactés pour 3007 minutes perdues) et le heurt d'un sanglier sur la ligne à grande vitesse Atlantique (25 TGV pour 1 42 minutes perdues), 
- le 14 : un dérangement de signalisation à St-Pierre-des-Coprs (10 TGV impactés pour 173' perdues),
- le 15 : une suspicion de fuite de matières dangereuses sur un train FRET vers St-Pierre-des-Corps (10 TGV impactés pour 334' perdues),
- le 17 : un bagage abandonné dans un TGV en gare de Paris-Montparnasse (9 TGV impactés pour 287' perdues),
- les 22 et 23  : les conséquences des épisodes neigeux sur toute la France (83 TGV pour 1068'perdues),
- le 24 : le heurt d'un chevreuil sur la ligne à grande vitesse Atlantique (68 TGV impactés pour 3628' perdues), 
- le 29 : les conséquence du passage de la tempête Gabriel (18 TGV impactés pour 482 minutes perdues), 
- le 30 : les conséquences des épisodes neigeux en Ile-de-France (33 TGV impactés pour 772' minutes perdues),
- le 31 : une rupture caténaire à l'entrée de Paris-Montparnasse entraine une interruption totale des circulations (128 TGV pour 12028' perdues).",0.321428571429,0.07142857142860001,0.357142857143,0.214285714286,0.035714285714300006,0.0,15.0,7.120289855069999,11.0,9.0,2019-01,32.1428571429,7.1428571428600005,35.7142857143,21.428571428599998,3.5714285714300003,0.0
2019,1.0,PARIS MONTPARNASSE,QUIMPER,221.11111111099999,264.0,3.0,36.0,22.486574074099998,2.65842911877,,30.0,56.3333333333,7.03448275862,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
 - le 9 : un choc anormal immobilise un train OUIGO sur la ligne à grande vitesse Atlantique (53 TGV impactés pour 3007 minutes perdues) et le heurt d'un sanglier sur la ligne à grande vitesse Atlantique (25 TGV pour 1 42 minutes perdues), 
- le 14 : un accident de personne à Gestel, près de Lorient (7 TGV impactés pour 371' perdues), 
- le 17 : un bagage abandonné dans un TGV en gare de Paris-Montparnasse (9 TGV impactés pour 287' perdues),
- les 22 et 23  : les épisodes neigeux sur toute la France (83 TGV pour 1068'perdues),
- le 24 : le heurt d'un chevreuil sur la ligne à grande vitesse Atlantique (68 TGV impactés pour 3628' perdues), 
- le 26 : la présence sur les voies de manifestants de gilets en gare de Rennes ( 6 TGV pour 232' perdues), 
- le 29 : la tempête Gabriel (18 TGV impactés pour 482 minutes perdues), 
- le 30 : les épisodes neigeux en Ile-de-France (33 TGV impactés pour 772' minutes perdues),
- le 31 : une rupture caténaire à l'entrée de Paris-Montparnasse entraine une interruption totale des circulations (128 TGV pour 12028' perdues).",0.433333333333,0.30000000000000004,0.133333333333,0.1,0.0,0.0333333333333,30.0,7.03448275862,18.0,10.0,2019-01,43.3333333333,30.0,13.333333333299999,10.0,0.0,3.3333333333299984
2019,1.0,LILLE,MARSEILLE ST CHARLES,299.893854749,182.0,3.0,62.0,13.8032258065,4.6224394785800005,,33.0,75.5247474747,15.9598696462,,0.424242424242,0.151515151515,0.121212121212,0.212121212121,0.0,0.0909090909091,33.0,15.9598696462,30.0,19.0,2019-01,42.4242424242,15.151515151500002,12.1212121212,21.2121212121,0.0,9.090909090910001
