"COUNTRY","Country","VARIABLE","Variable","MEASURE","Measure","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","NAT","National currency","2012","2012","ALL","Lek","0","Units",,,9000000,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","NAT","National currency","2013","2013","ALL","Lek","0","Units",,,7000000,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","NAT","National currency","2014","2014","ALL","Lek","0","Units",,,1000000,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","NAT","National currency","2015","2015","ALL","Lek","0","Units",,,0,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","NAT","National currency","2016","2016","ALL","Lek","0","Units",,,0,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","NAT","National currency","2017","2017","ALL","Lek","0","Units",,,0,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","NAT","National currency","2018","2018","ALL","Lek","0","Units",,,0,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","NAT","National currency","2019","2019","ALL","Lek","0","Units",,,2127000,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","NAT","National currency","2020","2020","ALL","Lek","0","Units",,,1345000,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","NAT","National currency","2021","2021","ALL","Lek","0","Units",,,1326000,,
"ALB","Albania","I-MTN-RL","Rail infrastructure maintenance","EUR","Euro","2019","2019","EUR","Euro","0","Units",,,25280.08118248,,
"ALB","Albania","I-MTN-RL","Rail infrastructure maintenance","EUR","Euro","2020","2020","EUR","Euro","0","Units",,,22434.996656556,,
"ALB","Albania","I-MTN-RL","Rail infrastructure maintenance","EUR","Euro","2021","2021","EUR","Euro","0","Units",,,22780.735825932,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2000","2000","EUR","Euro","0","Units",,,3838571.8401163,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2001","2001","EUR","Euro","0","Units",,,5705714.3546588,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2002","2002","EUR","Euro","0","Units",,,6824432.2231098,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2003","2003","EUR","Euro","0","Units",,,5767021.075444,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2004","2004","EUR","Euro","0","Units",,,6829499.0499791,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2005","2005","EUR","Euro","0","Units",,,7110073.2748208,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2006","2006","EUR","Euro","0","Units",,,5670979.2107427,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2007","2007","EUR","Euro","0","Units",,,6046007.8565771,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2008","2008","EUR","Euro","0","Units",,,8056199.5265659,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2009","2009","EUR","Euro","0","Units",,,8741099.9709387,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2010","2010","EUR","Euro","0","Units",,,6892679.7416952,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2011","2011","EUR","Euro","0","Units",,,7682921.9620387,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2012","2012","EUR","Euro","0","Units",,,6652852.7072795,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2013","2013","EUR","Euro","0","Units",,,8745595.1281262,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2014","2014","EUR","Euro","0","Units",,,15262571.97203,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2015","2015","EUR","Euro","0","Units",,,8374519.986114,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2016","2016","EUR","Euro","0","Units",,,13004791.238877,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2017","2017","EUR","Euro","0","Units",,,13593700.393055,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2018","2018","EUR","Euro","0","Units",,,13444558.638266,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2019","2019","EUR","Euro","0","Units",,,13050669.121222,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2020","2020","EUR","Euro","0","Units",,,9058683.1028456,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR","Euro","2021","2021","EUR","Euro","0","Units",,,21515139.391158,,
"ALB","Albania","I-MTN-SEA","Maritime port infrastructure maintenance","EUR","Euro","2019","2019","EUR","Euro","0","Units",,,96233.438660229,,
"ALB","Albania","I-MTN-SEA","Maritime port infrastructure maintenance","EUR","Euro","2020","2020","EUR","Euro","0","Units",,,131387.674804,,
"ALB","Albania","I-MTN-SEA","Maritime port infrastructure maintenance","EUR","Euro","2021","2021","EUR","Euro","0","Units",,,93466.337992633,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR","Euro","2007","2007","EUR","Euro","0","Units",,,80828.9820398,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR","Euro","2008","2008","EUR","Euro","0","Units",,,122187.05045348,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR","Euro","2009","2009","EUR","Euro","0","Units",,,143792.98653492,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR","Euro","2010","2010","EUR","Euro","0","Units",,,123472.66133701,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR","Euro","2011","2011","EUR","Euro","0","Units",,,128286.26652755,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR","Euro","2012","2012","EUR","Euro","0","Units",,,64730.45877353,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR","Euro","2013","2013","EUR","Euro","0","Units",,,49893.370739106,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR","Euro","2014","2014","EUR","Euro","0","Units",,,7145.3988633099,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR","Euro","2015","2015","EUR","Euro","0","Units",,,0,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR","Euro","2016","2016","EUR","Euro","0","Units",,,0,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR","Euro","2017","2017","EUR","Euro","0","Units",,,0,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR","Euro","2018","2018","EUR","Euro","0","Units",,,0,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR","Euro","2019","2019","EUR","Euro","0","Units",,,17295.185807377,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR","Euro","2020","2020","EUR","Euro","0","Units",,,10862.156408592,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR","Euro","2021","2021","EUR","Euro","0","Units",,,10826.973371034,,
"ALB","Albania","I-MTN-RL","Rail infrastructure maintenance","EUR_CONST","Constant Euro","2019","2019","EUR","Euro","0","Units",,,21924.451717257,,
"ALB","Albania","I-MTN-RL","Rail infrastructure maintenance","EUR_CONST","Constant Euro","2020","2020","EUR","Euro","0","Units",,,19551.737153371,,
"ALB","Albania","I-MTN-RL","Rail infrastructure maintenance","EUR_CONST","Constant Euro","2021","2021","EUR","Euro","0","Units",,,19276.070654109,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2000","2000","EUR","Euro","0","Units",,,3506519.8069577,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2001","2001","EUR","Euro","0","Units",,,4748055.1880122,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2002","2002","EUR","Euro","0","Units",,,7489468.8053609,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2003","2003","EUR","Euro","0","Units",,,6413631.1255864,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2004","2004","EUR","Euro","0","Units",,,6836278.8476905,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2005","2005","EUR","Euro","0","Units",,,6832710.6932213,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2006","2006","EUR","Euro","0","Units",,,5343402.30386,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2007","2007","EUR","Euro","0","Units",,,5588691.6739051,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2008","2008","EUR","Euro","0","Units",,,7290396.07266,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2009","2009","EUR","Euro","0","Units",,,8514062.1475452,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2010","2010","EUR","Euro","0","Units",,,6973989.9496501,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2011","2011","EUR","Euro","0","Units",,,7881522.6989261,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2012","2012","EUR","Euro","0","Units",,,6721706.7874142,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2013","2013","EUR","Euro","0","Units",,,8835522.556675,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2014","2014","EUR","Euro","0","Units",,,15334871.872317,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2015","2015","EUR","Euro","0","Units",,,8374519.986114,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2016","2016","EUR","Euro","0","Units",,,12783668.970256,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2017","2017","EUR","Euro","0","Units",,,12964907.574052,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2018","2018","EUR","Euro","0","Units",,,12117938.404321,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2019","2019","EUR","Euro","0","Units",,,11318348.345512,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2020","2020","EUR","Euro","0","Units",,,7894495.9829432,,
"ALB","Albania","I-MTN-RD","Road infrastructure maintenance","EUR_CONST","Constant Euro","2021","2021","EUR","Euro","0","Units",,,18205177.839992,,
"ALB","Albania","I-MTN-SEA","Maritime port infrastructure maintenance","EUR_CONST","Constant Euro","2019","2019","EUR","Euro","0","Units",,,83459.59667859,,
"ALB","Albania","I-MTN-SEA","Maritime port infrastructure maintenance","EUR_CONST","Constant Euro","2020","2020","EUR","Euro","0","Units",,,114502.23605047,,
"ALB","Albania","I-MTN-SEA","Maritime port infrastructure maintenance","EUR_CONST","Constant Euro","2021","2021","EUR","Euro","0","Units",,,79087.161569026,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR_CONST","Constant Euro","2007","2007","EUR","Euro","0","Units",,,74715.129330283,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR_CONST","Constant Euro","2008","2008","EUR","Euro","0","Units",,,110572.23568241,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR_CONST","Constant Euro","2009","2009","EUR","Euro","0","Units",,,140058.16519771,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR_CONST","Constant Euro","2010","2010","EUR","Euro","0","Units",,,124929.21932987,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR_CONST","Constant Euro","2011","2011","EUR","Euro","0","Units",,,131602.41983365,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR_CONST","Constant Euro","2012","2012","EUR","Euro","0","Units",,,65400.39036403,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR_CONST","Constant Euro","2013","2013","EUR","Euro","0","Units",,,50406.40415381,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR_CONST","Constant Euro","2014","2014","EUR","Euro","0","Units",,,7179.2471312348,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR_CONST","Constant Euro","2015","2015","EUR","Euro","0","Units",,,0,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR_CONST","Constant Euro","2016","2016","EUR","Euro","0","Units",,,0,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR_CONST","Constant Euro","2017","2017","EUR","Euro","0","Units",,,0,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR_CONST","Constant Euro","2018","2018","EUR","Euro","0","Units",,,0,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR_CONST","Constant Euro","2019","2019","EUR","Euro","0","Units",,,14999.456031716,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR_CONST","Constant Euro","2020","2020","EUR","Euro","0","Units",,,9466.1938341556,,
"ALB","Albania","I-MTN-AIR","Airport infrastructure maintenance","EUR_CONST","Constant Euro","2021","2021","EUR","Euro","0","Units",,,9161.3153001248,,
"ARM","Armenia","I-MTN-RL","Rail infrastructure maintenance","NAT","National currency","2008","2008","AMD","Armenian Dram","0","Units",,,0,,
"ARM","Armenia","I-MTN-RL","Rail infrastructure maintenance","NAT","National currency","2009","2009","AMD","Armenian Dram","0","Units",,,0,,
"ARM","Armenia","I-MTN-RL","Rail infrastructure maintenance","NAT","National currency","2010","2010","AMD","Armenian Dram","0","Units",,,0,,
"ARM","Armenia","I-MTN-RL","Rail infrastructure maintenance","NAT","National currency","2011","2011","AMD","Armenian Dram","0","Units",,,0,,
"ARM","Armenia","I-MTN-RL","Rail infrastructure maintenance","NAT","National currency","2012","2012","AMD","Armenian Dram","0","Units",,,0,,
"ARM","Armenia","I-MTN-RL","Rail infrastructure maintenance","NAT","National currency","2013","2013","AMD","Armenian Dram","0","Units",,,0,,
"ARM","Armenia","I-MTN-RL","Rail infrastructure maintenance","NAT","National currency","2014","2014","AMD","Armenian Dram","0","Units",,,0,,
"ARM","Armenia","I-MTN-RL","Rail infrastructure maintenance","NAT","National currency","2015","2015","AMD","Armenian Dram","0","Units",,,0,,
"ARM","Armenia","I-MTN-RL","Rail infrastructure maintenance","NAT","National currency","2016","2016","AMD","Armenian Dram","0","Units",,,0,,
"ARM","Armenia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2005","2005","AMD","Armenian Dram","0","Units",,,5000000000,,
"ARM","Armenia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2006","2006","AMD","Armenian Dram","0","Units",,,5000000000,,
"ARM","Armenia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2007","2007","AMD","Armenian Dram","0","Units",,,5000000000,,
"ARM","Armenia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2008","2008","AMD","Armenian Dram","0","Units",,,5000000000,,
"ARM","Armenia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2009","2009","AMD","Armenian Dram","0","Units",,,5004800000,,
"ARM","Armenia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2010","2010","AMD","Armenian Dram","0","Units",,,5441300000,,
"ARM","Armenia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2011","2011","AMD","Armenian Dram","0","Units",,,5314300000,,
"ARM","Armenia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2012","2012","AMD","Armenian Dram","0","Units",,,5527700000,,
"ARM","Armenia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2013","2013","AMD","Armenian Dram","0","Units",,,5485800000,,
"ARM","Armenia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2014","2014","AMD","Armenian Dram","0","Units",,,5550300000,,
"ARM","Armenia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2015","2015","AMD","Armenian Dram","0","Units",,,5958700000,,
"ARM","Armenia","I-MTN-RD","Road infrastructure maintenance","NAT","National currency","2016","2016","AMD","Armenian Dram","0","Units",,,6160200000,,
"ARM","Armenia","I-MTN-IWW","Inland waterway infrastucture maintenance","NAT","National currency","2000","2000","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-IWW","Inland waterway infrastucture maintenance","NAT","National currency","2001","2001","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-IWW","Inland waterway infrastucture maintenance","NAT","National currency","2002","2002","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-IWW","Inland waterway infrastucture maintenance","NAT","National currency","2003","2003","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-IWW","Inland waterway infrastucture maintenance","NAT","National currency","2004","2004","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-IWW","Inland waterway infrastucture maintenance","NAT","National currency","2005","2005","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-IWW","Inland waterway infrastucture maintenance","NAT","National currency","2006","2006","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-IWW","Inland waterway infrastucture maintenance","NAT","National currency","2007","2007","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-IWW","Inland waterway infrastucture maintenance","NAT","National currency","2008","2008","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-IWW","Inland waterway infrastucture maintenance","NAT","National currency","2009","2009","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-IWW","Inland waterway infrastucture maintenance","NAT","National currency","2010","2010","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-IWW","Inland waterway infrastucture maintenance","NAT","National currency","2011","2011","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-IWW","Inland waterway infrastucture maintenance","NAT","National currency","2012","2012","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-IWW","Inland waterway infrastucture maintenance","NAT","National currency","2013","2013","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-IWW","Inland waterway infrastucture maintenance","NAT","National currency","2014","2014","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-IWW","Inland waterway infrastucture maintenance","NAT","National currency","2015","2015","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-IWW","Inland waterway infrastucture maintenance","NAT","National currency","2016","2016","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-IWW","Inland waterway infrastucture maintenance","NAT","National currency","2017","2017","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-IWW","Inland waterway infrastucture maintenance","NAT","National currency","2018","2018","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-IWW","Inland waterway infrastucture maintenance","NAT","National currency","2019","2019","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-IWW","Inland waterway infrastucture maintenance","NAT","National currency","2020","2020","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-IWW","Inland waterway infrastucture maintenance","NAT","National currency","2021","2021","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-SEA","Maritime port infrastructure maintenance","NAT","National currency","2000","2000","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-SEA","Maritime port infrastructure maintenance","NAT","National currency","2001","2001","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-SEA","Maritime port infrastructure maintenance","NAT","National currency","2002","2002","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-SEA","Maritime port infrastructure maintenance","NAT","National currency","2003","2003","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-SEA","Maritime port infrastructure maintenance","NAT","National currency","2004","2004","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-SEA","Maritime port infrastructure maintenance","NAT","National currency","2005","2005","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-SEA","Maritime port infrastructure maintenance","NAT","National currency","2006","2006","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-SEA","Maritime port infrastructure maintenance","NAT","National currency","2007","2007","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-SEA","Maritime port infrastructure maintenance","NAT","National currency","2008","2008","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-SEA","Maritime port infrastructure maintenance","NAT","National currency","2009","2009","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-SEA","Maritime port infrastructure maintenance","NAT","National currency","2010","2010","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-SEA","Maritime port infrastructure maintenance","NAT","National currency","2011","2011","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-SEA","Maritime port infrastructure maintenance","NAT","National currency","2012","2012","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-SEA","Maritime port infrastructure maintenance","NAT","National currency","2013","2013","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-SEA","Maritime port infrastructure maintenance","NAT","National currency","2014","2014","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-SEA","Maritime port infrastructure maintenance","NAT","National currency","2015","2015","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-SEA","Maritime port infrastructure maintenance","NAT","National currency","2016","2016","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-SEA","Maritime port infrastructure maintenance","NAT","National currency","2017","2017","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-SEA","Maritime port infrastructure maintenance","NAT","National currency","2018","2018","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
"ARM","Armenia","I-MTN-SEA","Maritime port infrastructure maintenance","NAT","National currency","2019","2019","AMD","Armenian Dram","0","Units",,,,"M","Missing value; data cannot exist"
