Country,Rok,Deaths
Spain,2018,38.70681765297503
France,2018,50.150597020764074
Croatia,2018,77.21362574482528
Italy,2018,55.12204034612607
Cyprus,2018,56.69747615234728
Latvia,2018,76.51034259573746
Lithuania,2018,61.58992431559532
Luxembourg,2018,59.80016777269291
Hungary,2018,64.73470887942378
Malta,2018,37.838894599759094
Netherlands,2018,34.8057200581756
Austria,2018,46.35996620823197
Poland,2018,75.36202407545451
Portugal,2018,68.02042206283203
Romania,2018,95.59342962344635
Slovenia,2018,44.02771326830779
Slovakia,2018,47.76672202707271
Finland,2018,43.35105466404747
Sweden,2018,32.01504469952399
Switzerland,2018,27.463039816693048
Norway,2018,20.394216426823757
Iceland,2018,51.65733964700818
Liechtenstein,2018,0.0
EU-27,2019,51.14760137989647
Belgium,2019,56.39203252161688
Bulgaria,2019,89.7137858803358
Czech Republic,2019,58.029258765422824
Denmark,2019,34.27440988163961
Germany,2019,36.69030203887864
Estonia,2019,39.250615177910966
Ireland,2019,28.546726913854133
Greece,2019,64.15158273050582
Spain,2019,37.3904969761634
France,2019,49.72597103438376
Croatia,2019,72.86115705479993
Italy,2019,52.56832117325734
Cyprus,2019,59.36757548530139
Latvia,2019,68.75114585243088
Lithuania,2019,66.56684026535116
Luxembourg,2019,35.836805702613155
Hungary,2019,61.599818925183435
Malta,2019,32.417603569178155
Netherlands,2019,33.90779267618295
Austria,2019,46.95908858730468
Poland,2019,76.60744218784745
Portugal,2019,66.94810169533417
Romania,2019,96.01092134531903
Slovenia,2019,49.01706370488268
Slovakia,2019,49.53745774867666
Finland,2019,38.2390535272446
Sweden,2019,21.602737389402048
Switzerland,2019,21.89100084368151
Norway,2019,20.2694637525684
Iceland,2019,16.807146398648705
Liechtenstein,2019,0.0
EU-27,2020,42.29883902274352
Belgium,2020,43.3067996014733
Bulgaria,2020,66.6045024643666
Czech Republic,2020,48.43865296033576
Denmark,2020,27.993583115095017
Germany,2020,32.69336934581915
Estonia,2020,44.39508313167431
Ireland,2020,29.409157931206742
Greece,2020,54.48490539545172
Spain,2020,28.944101840646283
France,2020,38.876062698541915
Croatia,2020,58.40077966272934
Italy,2020,40.15661044540002
Cyprus,2020,54.05374969735531
Latvia,2020,72.86356428636954
Lithuania,2020,62.63219867649216
Luxembourg,2020,41.52638202993733
Hungary,2020,47.08519123650421
Malta,2020,23.320714235741328
Netherlands,2020,29.58480455502587
Austria,2020,38.6470651149121
Poland,2020,65.62492606987203
Portugal,2020,52.05951218100315
Romania,2020,85.05425934037008
Slovenia,2020,38.17047027450771
Slovakia,2020,45.25572507824935
Finland,2020,40.359857904342434
Sweden,2020,19.752916193702134
Switzerland,2020,26.376845173612512
Norway,2020,17.32624385663558
Iceland,2020,21.9699341451224
Liechtenstein,2020,25.808449686427338
EU-27,2021,44.710287081324125
Belgium,2021,44.65689355743824
Bulgaria,2021,81.1098253059185
Czech Republic,2021,49.7113703640059
Denmark,2021,22.26010244784073
Germany,2021,30.80992177129968
Estonia,2021,41.35126925841386
Ireland,2021,27.365388256932633
Greece,2021,58.43445115441753
Spain,2021,32.34266259862218
France,2021,44.9826512731878
Croatia,2021,72.34249712921682
Italy,2021,48.53450034018886
Cyprus,2021,50.22282191991804
Latvia,2021,77.64536982700929
Lithuania,2021,52.93881989355005
Luxembourg,2021,37.81135285869582
Hungary,2021,55.905122430162784
Malta,2021,17.43848091455144
Netherlands,2021,29.1266330441938
Austria,2021,40.52542444224925
Poland,2021,59.32875107482159
Portugal,2021,54.47526434583268
Romania,2021,92.64823013757872
Slovenia,2021,54.054643554671294
Slovakia,2021,45.23990980590614
Finland,2021,40.65927294353078
Sweden,2021,20.232588051500606
Switzerland,2021,23.06725257488207
Norway,2021,14.838531734704118
Iceland,2021,24.40400008676978
Liechtenstein,2021,0.0
EU-27,2022,46.43537957215349
Belgium,2022,46.48110891530909
Bulgaria,2022,77.6436454963688
Czech Republic,2022,50.11074283994029
Denmark,2022,26.219817414726
Germany,2022,33.49466999844925
Estonia,2022,36.792421662176494
Ireland,2022,30.632386851868095
Greece,2022,60.708722227671664
Spain,2022,36.80989898718596
France,2022,49.76629719418165
Croatia,2022,71.20100561711206
Italy,2022,53.51504120785226
Cyprus,2022,40.89730906759662
Latvia,2022,60.24234482398307
Lithuania,2022,42.765532976146105
Luxembourg,2022,55.779620915498526
Hungary,2022,55.21719969326072
Malta,2022,49.9068086323423
Netherlands,2022,37.23564398221967
Austria,2022,41.20758723005828
Poland,2022,50.35288582453926
Portugal,2022,59.69836675701277
Romania,2022,85.7557494556243
Slovenia,2022,40.33827200334096
Slovakia,2022,48.94463588870946
Finland,2022,35.326511591691855
Sweden,2022,21.71765404178936
Switzerland,2022,27.57818558654166
Norway,2022,22.85600532323737
Iceland,2022,23.920392932321235
Liechtenstein,2022,51.0
